Month,Watch Hours,Growth %
2017-03,4.7733333333333325,
2017-04,4.4,-7.82122905027931
2017-05,14.416666666666666,227.6515151515151
2017-07,1.4133333333333333,-90.19653179190752
2017-09,2.61,84.6698113207547
2017-10,1.95,-25.287356321839084
2017-11,8.775,350.0
2017-12,7.418333333333334,-15.460588793922126
2018-01,66.53,796.8321725454953
2018-02,46.891666666666666,-29.51801192444512
2018-03,7.286666666666666,-84.46063621823352
2018-04,16.25,123.01006404391583
2018-05,39.56,143.44615384615386
2018-06,26.671666666666667,-32.57920458375464
2018-07,56.05666666666667,110.1730925451478
2018-08,38.94833333333333,-30.519712195992167
2018-09,38.015,-2.396337027686246
2018-10,50.72666666666667,33.43855495637686
2018-11,97.87666666666667,92.94913917729004
2018-12,98.72666666666667,0.8684398733099563
2019-01,118.45,19.97771625362954
2019-02,50.08833333333333,-57.71352187983678
2019-03,132.055,163.6442285295977
2019-04,101.23166666666667,-23.341284565774366
2019-05,160.305,58.35459918668402
2019-06,72.12666666666667,-55.00660199827412
2019-07,52.91166666666666,-26.64063222109253
2019-08,142.57666666666665,169.46168141871675
2019-09,96.31,-32.4503775746382
2019-10,157.00666666666666,63.02218530439898
2019-11,311.2133333333333,98.21663623625324
2019-12,285.1383333333333,-8.37849706524999
2020-01,257.9633333333333,-9.530461822624115
2020-02,306.29333333333335,18.735220767809402
2020-03,383.57,25.22962737245342
2020-04,303.40166666666664,-20.90057442796187
2020-05,407.56333333333333,34.331277020011996
2020-06,473.07,16.072757608224485
2020-07,362.165,-23.443676411524716
2020-08,472.58,30.487484986125104
2020-09,553.12,17.042617123026794
2020-10,652.2383333333333,17.91986066917366
2020-11,642.4266666666666,-1.5043069634566142
2020-12,657.3866666666667,2.328670457847326
2021-01,904.8466666666667,37.64299042674022
2021-02,741.2866666666666,-18.075990775601024
2021-03,952.9566666666667,28.55440540321783
2021-04,1242.14,30.34590589988353
2021-05,1223.7483333333334,-1.4806436204185203
2021-06,1104.55,-9.740428655674037
2021-07,1359.9033333333334,23.118313642056364
2021-08,1323.4883333333332,-2.677763860666582
2021-09,1220.9866666666667,-7.744810746348341
2021-10,1645.5316666666668,34.7706499661476
2021-11,1748.9783333333332,6.286519351901454
2021-12,1966.9116666666666,12.460607954929891
2022-01,2136.568333333333,8.625535632425452
2022-02,2145.0716666666667,0.39799023512003817
2022-03,2198.875,2.50823010575405
2022-04,2134.0,-2.950372349496899
2022-05,2703.285,26.67689784442362
2022-06,2989.7633333333333,10.597415120245678
2022-07,3360.7916666666665,12.409956640938136
2022-08,3407.005,1.37507283750109
2022-09,3845.931666666667,12.883064940223644
2022-10,3791.8233333333333,-1.406897938470919
2022-11,4114.848333333333,8.518988665962812
2022-12,4526.001666666667,9.991943809998682
2023-01,5232.415,15.607889376973993
2023-02,4557.081666666667,-12.9067234409605
2023-03,6125.53,34.41782368760122
2023-04,5263.458333333333,-14.073421673988484
2023-05,6869.423333333333,30.511593296549332
2023-06,6357.055,-7.45868042295641
2023-07,7377.758333333333,16.05622939133502
2023-08,8489.328333333333,15.066500551771034
2023-09,9068.906666666666,6.827140034831958
2023-10,9742.531666666666,7.427852383528766
2023-11,9463.966666666667,-2.859267072778293
2023-12,11118.368333333334,17.481059738869178
2024-01,11494.471666666666,3.382720576055731
2024-02,11742.558333333332,2.1583129165136272
2024-03,14086.928333333333,19.964729435025163
2024-04,14666.145,4.111731478721947
2024-05,17028.823333333334,16.109743448829494
2024-06,17264.141666666666,1.3818825219280129
2024-07,19355.131666666668,12.111751863327513
2024-08,19915.335,2.8943400798358443
2024-09,22454.82,12.751404884728279
2024-10,24254.74,8.01574005046579
2024-11,24269.14,0.05936983863772394
2024-12,27461.81166666667,13.15527318506824
2025-01,31264.428333333333,13.846925733899429
2025-02,29351.954999999998,-6.117090365264433
2025-03,36105.89666666667,23.01019358562886
2025-04,41127.996666666666,13.909362358078358
2025-05,46932.975,14.11442035550965
2025-06,50131.456666666665,6.814998765082891
2025-07,58682.746666666666,17.057732945721305
2025-08,66709.36833333333,13.67799246388377
2025-09,71766.83,7.581336464461108
2025-10,85268.54333333333,18.813305998513986
2025-11,98566.12333333334,15.594942144158441
2025-12,118030.74333333333,19.74777879228755
2026-01,143521.995,21.597128804549026
2026-02,174565.45333333334,21.629756702680545
2026-03,286088.37833333336,63.88602261814462
2026-04,463337.2916666667,61.95599917967074
2026-05,1157785.9,149.87971415711826
